request_count,solution_id,gpu_slot,image_count,concurrency,measurement_seed,warmup_seed,output_token_throughput,request_latency_mean_ms,ttft_mean_ms,tpot_mean_ms,result_fingerprint
64,teacher,1,6,1,2005,102005,67.5075760642258,1159.246452609375,356.841467125,10.157025132713606,aiperf_measurement_824541eb8c8cb643d43c82d1d356de2f5fe3eae9ba05f5996a1932a7640ba68f
64,teacher,2,6,1,2007,102007,68.81613264797538,1136.8177143125,352.326435421875,9.930269353045883,aiperf_measurement_b798d11d843d83855c8169eea9e25d9ca74900f2d9788fa099bb19f4ae3c7bee
64,teacher,3,6,1,1002,101002,70.75674873153783,1106.1414555625,353.409564828125,9.528251781447782,aiperf_measurement_cf007eb434a0bc9be117f72f42195441d5a2841c32c10b6c05248613f82ffeb5
64,teacher,4,6,1,1003,101003,69.00043153780905,1133.812273421875,360.63041596874996,9.787112119659811,aiperf_measurement_c6eb46f75eaae2e711bf93dec8433e82e33e1cee4f5186a9387bfbf20bf6f921
64,teacher,5,6,1,2004,102004,68.75974069523198,1138.0106850781249,361.916258921875,9.823980077927217,aiperf_measurement_c243e806793cfc859707ce413007433ed8fc60e93b9a390c58652380c3ddc74f
64,teacher,6,6,1,2006,102006,68.29018310325725,1143.888054625,361.79621503125,9.899896703718353,aiperf_measurement_26f16b82e9f013ca8d5efcc68fb04c6b9b4b5e961fa8fd3eaf175667d09e8b60
64,teacher,7,6,1,1000,101000,70.32267836310413,1111.64251678125,336.666932421875,9.809817523536394,aiperf_measurement_904ada54545e123c6b89672888fc7e020709fe036e9d7428ed47e3fbb3acd260
64,student-smoke-ffn2048-p90,0,6,4,2001,102001,201.94860140015487,1547.842868203125,582.1679997499999,12.223732512064874,aiperf_measurement_5dedfe6fd20549ca22b74612150bb7059bfb43389b08eb63ade4f7837c90818e
64,student-smoke-ffn2048-p90,1,6,4,1005,101005,208.18083800632948,1500.73807178125,535.44261134375,12.218929878955695,aiperf_measurement_dab3e42f7bfd287a151f3dede6addc9085df6c1cae9aba44741b5a43b21369c9
64,student-smoke-ffn2048-p90,2,6,4,1007,101007,195.6619231945494,1596.46497134375,580.01193496875,12.866494131329114,aiperf_measurement_3890ab34f2cf4de5117ae1c37ad1f75ce82f63d50fca70d422356aac068d4805
64,student-smoke-ffn2048-p90,3,6,4,2002,102002,204.8650957776535,1522.9211521718748,561.639817015625,12.16811816653481,aiperf_measurement_92e35f6982b2d2e198acf844029be7491d224ce75f01d452944e11a1130d2510
64,student-smoke-ffn2048-p90,4,6,4,2003,102003,200.5710433181278,1558.66462325,579.1436481562499,12.398999684731013,aiperf_measurement_3a29321fabb18cc8da8d30dbcfe090f1b2c07f2bbe1f2d99bcfc133860346043
64,student-smoke-ffn2048-p90,5,6,4,1004,101004,211.51103270210035,1476.3295260156249,493.661607,12.438834417919304,aiperf_measurement_9fea36dc5a89afe288f952708c06a147e98b1ff32c5a90410b578f955903eb83
64,student-smoke-ffn2048-p90,6,6,4,1006,101006,200.83655526723874,1556.702708796875,558.8017300468749,12.63165795886076,aiperf_measurement_8344933ebc9073cdfd40b7d4e34ba5a14040b3638054afee088588c68d2af1b0
64,student-smoke-ffn2048-p90,7,6,4,2000,102000,212.57115515197006,1468.368084546875,519.27997525,12.01377353540348,aiperf_measurement_909488ab008f2873747b52e6194970fd68c05b7c740eea8f978b0f2c35236770
64,teacher,0,6,4,1001,101001,200.6358458668253,1558.44143815625,563.4093588124999,12.595342776503164,aiperf_measurement_40a4a04287137049ceef0a9291964ba7e677142e6bc046d3c71bdae96bee4894
64,teacher,1,6,4,2005,102005,194.11457988454336,1614.531776265625,581.66773403125,13.074228382713608,aiperf_measurement_a8e884eb72a5c8659e30b6f49e13474d81c8e0b0fc93bd6c0f63aa0fc91b198b
64,teacher,2,6,4,2007,102007,206.24502354197415,1516.330056140625,553.7139284374999,12.1850142747231,aiperf_measurement_1d95860cfc5fbd5e6721b2baefa7c90884b7e83406b395eaf7f2e1933d33d9b5
64,teacher,3,6,4,1002,101002,199.29251966701042,1569.64654465625,567.342891484375,12.687388014833859,aiperf_measurement_3d32e471d0a2411459d3ad21764ce4cba0a76bca37223ae58f53ad9dc5eef179
64,teacher,4,6,4,1003,101003,198.26274031061254,1579.5551265625,590.5383781875,12.519199346518986,aiperf_measurement_6dbdc3b9358effd0c992aa39a03dddbf61a3d370bd5c118940807fa2f6885176
64,teacher,5,6,4,2004,102004,196.5723417696546,1589.68331546875,578.248026796875,12.802978337618669,aiperf_measurement_58b9a2d99e31277eb93e41f14953d67a58a9463f16d713b8eacfeda390406489
64,teacher,6,6,4,2006,102006,198.83758828983053,1573.514594140625,567.91048240625,12.729165971321203,aiperf_measurement_ccd762e65284a7eabb0e79f414938da7d13b605eb504c6114052adab1e1f0967
64,teacher,7,6,4,1000,101000,204.3535773490663,1526.400662109375,547.66245096875,12.389091280261075,aiperf_measurement_0a212ebc35fa111dbc3c07ffb42c9af62a17beb54dec4057a9b06a9f33ddf383
64,student-smoke-ffn2048-p90,0,12,1,2001,102001,51.666171746266,1497.4562176875,715.5062057031249,9.898101417523733,aiperf_measurement_d2a4da876d454a55c87523fce33e4b902f969f880beb65444ee6e3a74ad448f5
64,student-smoke-ffn2048-p90,1,12,1,1005,101005,49.43918464111224,1566.892378984375,733.240060625,10.552560991890822,aiperf_measurement_710b58647fb109781a8c490740ec819385d47f9fc4ccb42df76201f9a8fcc942
64,student-smoke-ffn2048-p90,2,12,1,1007,101007,50.68664980710142,1526.608864578125,725.2754165781249,10.143461367088609,aiperf_measurement_ba295703b818867d363fb524186f908580285f3023a05eb6354c52ab299ad2d6
64,student-smoke-ffn2048-p90,3,12,1,2002,102002,51.49249672869478,1500.8731646249998,718.8374989375,9.899185641613922,aiperf_measurement_659fe35db1770150df9102ae1ec9d6c8050c80bd25085419a81c2728955de264
64,student-smoke-ffn2048-p90,4,12,1,2003,102003,50.582394533386456,1530.6880706875,720.91543821875,10.250286486946202,aiperf_measurement_bd0c38e1e0ac49c703965a84537e53bc9fef872794ac8489f22aa29023669fe7
64,student-smoke-ffn2048-p90,5,12,1,1004,101004,49.75192593389313,1556.297511953125,741.8158797968749,10.309894077927217,aiperf_measurement_1a76dc14c4bddd129cd7ff23af6c04c5e8d8bc0a42702cc1574008bf2d8eb473
64,student-smoke-ffn2048-p90,6,12,1,1006,101006,51.1160807152938,1513.997282796875,732.8010871875,9.888559438093354,aiperf_measurement_7fb8bc2497d38083bedfbc28223f777964f1924c2c16ac38b345db4c15d8bf2e
64,student-smoke-ffn2048-p90,7,12,1,2000,102000,49.684220788338266,1557.77134871875,733.878246265625,10.429026613330695,aiperf_measurement_2d06f3eb0b53429ff49ca478f15a50982ceeedbbfeb36d80899f31a15ceebdaf
64,teacher,0,12,1,1001,101001,51.06715517257421,1516.979019109375,729.069323703125,9.97354044818038,aiperf_measurement_438cff860a1375ac2e6256b8a424abb188b5093dd3f8affb3186d99fa55631af
64,teacher,1,12,1,2005,102005,48.64855186478919,1590.6349949062499,741.4894970781249,10.748677187697783,aiperf_measurement_b97e63d50a2a8517acddfeccec8ced6d9cf9425ebd69da0aec1d86af69b324ba
64,teacher,2,12,1,2007,102007,49.77248399518299,1550.498548109375,739.1038113124999,10.270819453125,aiperf_measurement_575d2c51c62736204a57d6ab1065eec1395bec9c3aecf4e81b387dba2f8b26da
64,teacher,3,12,1,1002,101002,51.51097801845818,1503.309764375,722.45222196875,9.884272688686709,aiperf_measurement_ad68bc6506ef6978c968ba1618e2345e3aec03e4937d4e7aa5bf6315a4c81621
64,teacher,4,12,1,1003,101003,50.39971839422733,1535.277967109375,761.502988125,9.794619987143985,aiperf_measurement_2df599ac11c98ff32ef76076792fa17585682fad603b088071a606a5721e606a
64,teacher,5,12,1,2004,102004,49.60244933448993,1560.9712842812498,745.178395140625,10.326492267602847,aiperf_measurement_da912e9fc166eb7c680dba4e5f335137c24105d5d11b61c77e94bcb19c8893a5
64,teacher,6,12,1,2006,102006,50.43654346638173,1534.895592828125,730.03324396875,10.188130998219936,aiperf_measurement_8b2ec08d9e2d77425c52cb949b138f95850d7c06b1a3c6ae3811c6eb70d10a18
64,teacher,7,12,1,1000,101000,50.323543930423966,1534.4870059999998,732.81268371875,10.147776231408226,aiperf_measurement_baad385870d0df3c22c2a0210abb512ba3e475d0b97307bdc4a820b10ecbf42f
64,student-smoke-ffn2048-p90,0,12,4,2001,102001,133.3659936475673,2329.502235375,1169.1875460625,14.687527712816454,aiperf_measurement_449c361a74dd4c0df0ee8c2f751a5575356d7a7437ee4f9c2958aa12345ef6b8
64,student-smoke-ffn2048-p90,1,12,4,1005,101005,135.96896186177818,2287.05206071875,1106.568143421875,14.942834396162976,aiperf_measurement_8fe2b9a4a05b9d226b96d9d67d19fb559a87756d154b8e3e8bc39a22a8326145
64,student-smoke-ffn2048-p90,2,12,4,1007,101007,140.8898747359461,2206.872028859375,1112.274542359375,13.855664386075947,aiperf_measurement_02b4059db8659af1a834863ffc97c74638eddebc76db14ffa58602ff979789f6
64,student-smoke-ffn2048-p90,3,12,4,2002,102002,133.55424678674348,2320.73720090625,1161.695550390625,14.67141329766614,aiperf_measurement_1486e6dedd8d528475f075edab243a5d352853f80888261a0deb07e528c51d0e
64,student-smoke-ffn2048-p90,4,12,4,2003,102003,132.60341250019772,2341.349174515625,1152.9279940625,15.043306081685126,aiperf_measurement_9f1e0c3e487187604d91e6c0fa31cf9fd8dd8f0a2fff1eb7cea8998b567b548d
64,student-smoke-ffn2048-p90,5,12,4,1004,101004,131.8895256377401,2357.241768078125,1166.709618125,15.070027214596516,aiperf_measurement_0ec928e0173139a48e6773d299b6c34e9d97bbb123542e21d4fe9a74c3b35e56
64,student-smoke-ffn2048-p90,6,12,4,1006,101006,143.53590229633406,2158.568144671875,1060.73343725,13.896641866099683,aiperf_measurement_c9ea30302b13c016ee20690dc4975c257ca5e11fa79ba66e87df663e86d0892a
64,student-smoke-ffn2048-p90,7,12,4,2000,102000,128.4962544718513,2420.890322625,1209.66598128125,15.331953687895568,aiperf_measurement_21b4638ec4b68a97cf848e760569d6d83b47ce9b369966c4c34e5e3b12708d98
64,teacher,0,12,4,1001,101001,132.65997652208557,2341.3700316874997,1151.045014046875,15.067405286590189,aiperf_measurement_3161d9813b472e3d2eaa931111a9fe724d2dc3eb5e5cef2e57e2cdc106ed3d2c
64,teacher,1,12,4,2005,102005,134.47749580675776,2312.050843828125,1109.993987984375,15.215909567642404,aiperf_measurement_2dba2592620a545a6c36798a9889cc46b8c4379b1a3340a4dab6d53db27022db
64,teacher,2,12,4,2007,102007,142.45550450332968,2177.77387203125,1080.4743157656249,13.889867800830695,aiperf_measurement_0b0da19f3016a1e837c8f4144120f9328b11a9851adcd8c2e9e0b3c8e90615e4
64,teacher,3,12,4,1002,101002,133.260917962378,2329.756048484375,1134.5770974375,15.128847481606012,aiperf_measurement_caad820a5937a3afdda0b7cc765117857f08c6117d65bdc2f3a83fcf2fe4cc9d
64,teacher,4,12,4,1003,101003,130.6494698748725,2377.813876015625,1183.471362859375,15.118259660205695,aiperf_measurement_78d1d06e879c9cd10d87a9f9fa0915326a3a3300a180e426445004b2801f7a8a
64,teacher,5,12,4,2004,102004,134.72868784997857,2308.84833209375,1113.7071772187498,15.128369049050633,aiperf_measurement_447d231b0c8bab02fb04126a242397c3f0b661df64535973af8bd569cec4d932
64,teacher,6,12,4,2006,102006,141.76195976113615,2194.4988711718747,1065.2753359375,14.293968800435128,aiperf_measurement_ab391bdcd30672cdeccadc460fd3d8e357b060368e343ec956944cfb2eb87aec
64,teacher,7,12,4,1000,101000,129.57885052389483,2399.673564515625,1151.887840203125,15.794756003955696,aiperf_measurement_000bfbb42fa5fd10a8fa1b54d5f6ef744ce52cfd3bd6685450eb2045a65869ad
256,student-smoke-ffn2048-p90,0,6,1,4001,104001,68.69188740000776,1140.0237261328125,382.7123903945312,9.58621943972508,aiperf_measurement_0249da032f70b4b7c5b1b2df40efadf16e5c749a4dcfd6626d22865fa7fcb5c3
256,student-smoke-ffn2048-p90,1,6,1,3005,103005,67.69993218920884,1156.0395417539062,387.4290195234375,9.729247116841375,aiperf_measurement_453e3dc14a91611a71281da3c7f7e75791416f143e1a6d73ba11528fbdf30965
256,student-smoke-ffn2048-p90,2,6,1,3007,103007,67.53709412587936,1157.9140865507811,382.00740777734376,9.821603528777688,aiperf_measurement_da65f9e37c0d50f9e0576afebd15310d75c1574e8bdb02c0a61451a071509f1a
256,student-smoke-ffn2048-p90,3,6,1,4002,104002,67.01661388580065,1167.0620864648438,397.04360533203123,9.747069381428007,aiperf_measurement_891c8eeeffefed3622550ee276c1edd4aed755ccad67f7b1c3f901a5e78760b3
256,student-smoke-ffn2048-p90,4,6,1,4003,104003,68.581132355803,1140.6166383828124,380.906333234375,9.616586141119463,aiperf_measurement_f0549885272efd5b5d591b29a4964befc2b83027a39052ce2723c1582f3a5bf8
256,student-smoke-ffn2048-p90,5,6,1,3004,103004,67.38207991712225,1161.0923344414061,387.62704805468746,9.790699827679983,aiperf_measurement_bf2f56439953f3e42f3ca5942b0de054b29f66a23000e0798ef7f42140254f6b
256,student-smoke-ffn2048-p90,6,6,1,3006,103006,68.88928038012122,1136.0391990742187,383.49593182421876,9.525864142405062,aiperf_measurement_0ff37432f15e013a984d222d9bcab14a8e36a4ade22fcab4da85a7d4376baf7a
256,student-smoke-ffn2048-p90,7,6,1,4000,104000,67.19027617974656,1163.8262840585937,383.99611444531246,9.87126796978837,aiperf_measurement_3e9e917b77a0ccd3b188a72df4d83144db6ca1c3a8eda13b2ef81317ac0c16f0
256,teacher,0,6,1,3001,103001,69.18701576276789,1130.7489449492186,382.16960676171874,9.475687825158227,aiperf_measurement_4fbb847f9b182d3b7bd399f0b05204f6768f2a9e5f831eda7bef1ec7b2b6c650
256,teacher,1,6,1,4005,104005,66.95595437136225,1169.2931305078125,385.88786666015625,9.916522327185522,aiperf_measurement_2435ff4ec3b34ba94c3c0141e60339f26168a51cc06116ffafd192bb62b02a1f
256,teacher,2,6,1,4007,104007,66.4903589923215,1177.059423265625,398.32110828515624,9.857447025069224,aiperf_measurement_ebd91da4ed73bbe8cbef0145aac3c7287d7bd310de17e94bec9cbfaecd7f6135
256,teacher,3,6,1,3002,103002,65.45344878163922,1196.4636552148436,393.5641995664062,10.163284248714398,aiperf_measurement_344f6009d33693b9ceef206f50817cf7c9c9d61e367e38c918c3ad993ea1c4f2
256,teacher,4,6,1,3003,103003,68.52470046419678,1141.4939247773436,383.71243194140624,9.592170795391612,aiperf_measurement_2e1b1cc9da65d7d77d5c300665513378621d3093532034e30e035d7b076c20d4
256,teacher,5,6,1,4004,104004,64.2724625333032,1216.9268611015625,409.64327100390625,10.21877962148932,aiperf_measurement_4c0336177732f55296f919fb5265b091894f97727f69615c556434e34693fde9
256,teacher,6,6,1,4006,104006,65.76611279472803,1188.4868032578124,401.0178365039062,9.967961604479827,aiperf_measurement_cc22dad193d9fc14119d65887477cbfc0b491593cc02d0d7b0c14fccf31925d1
256,teacher,7,6,1,3000,103000,66.20552179984267,1182.7414939882813,391.35057558984374,10.017606562005538,aiperf_measurement_b84908569e5ccf145bddaf227581c81ea8f05dc1fda40cfec9abe318d4fcc0d0
256,student-smoke-ffn2048-p90,0,6,4,4001,104001,200.61133486337266,1564.5042079492187,559.8304928085937,12.717388799248416,aiperf_measurement_bef48ac8e266f766cbe4fb1843a94338764cf959458f47e1ed1dcf0f399e181c
256,student-smoke-ffn2048-p90,1,6,4,3005,103005,201.43485848437237,1555.7484134101562,497.8694336328125,13.39087316173853,aiperf_measurement_527a13bc8b784ae9726c814ad8a26dc0eaa58935335e881f6c7acadefde58092
256,student-smoke-ffn2048-p90,2,6,4,3007,103007,205.1012932747613,1530.1034226523436,550.7955044101562,12.396302762559335,aiperf_measurement_ee8a65a02fb3a87af2429ac27215bc9440318dcfd0cbe03d7984a785ed22e1f9
256,student-smoke-ffn2048-p90,3,6,4,4002,104002,191.9423879985904,1637.8373941992186,571.8837762773437,13.493083771162974,aiperf_measurement_40da7cd88c450cad633153c96dce4d95a0d1ceec484bd18bdbdf5dff5237aeb8
256,student-smoke-ffn2048-p90,4,6,4,4003,104003,198.59365428374193,1579.3035264062498,571.5121319257812,12.756853094689477,aiperf_measurement_7d562a6c5d0c710f09407bf914de3befd70a59353e6d57654417182bd99432d9
256,student-smoke-ffn2048-p90,5,6,4,3004,103004,193.60320539428338,1621.9501101562498,581.1505871953125,13.174677505834651,aiperf_measurement_5c9bc4fc2b14a9d6a451397ccda6a1cc181ec32dc22896776a3707ec74f0c13a
256,student-smoke-ffn2048-p90,6,6,4,3006,103006,201.92767216812786,1555.2597751679687,545.6250336757812,12.78018660116693,aiperf_measurement_9c50371176ab851a586c43f9039bc0ae553bfaaf378c830437eef162aeb0017e
256,student-smoke-ffn2048-p90,7,6,4,4000,104000,199.19506701631772,1574.8439409414061,542.9265770273437,13.062245112836234,aiperf_measurement_eb54fd5483588fe5974cb4a91ab2f087e6f12303f94463440f02f6c58cc68d4c
256,teacher,0,6,4,3001,103001,202.06858814651827,1554.5377131328125,543.913002921875,12.792717850771359,aiperf_measurement_bc49c4ae349d5a5ee118a3af405f0f46ddb6d5e6f156b8ee41355b7275d2f968
256,teacher,1,6,4,4005,104005,197.05987505272884,1593.4381659062499,554.809386375,13.147199740901899,aiperf_measurement_79f4cf8245ef3d63a5f3e458a760dd82e5618005cebfd947ae3e5168878d8993
256,teacher,2,6,4,4007,104007,195.64830017306215,1605.1620811796874,578.2624663515625,12.998729301621836,aiperf_measurement_3dcd32637dd9aa8bd7b4b9583e148a8e259539ff651f94a5e6e2c97f02bd4636
256,teacher,3,6,4,3002,103002,188.93805297925476,1658.495392597656,577.6820542460937,13.681181498121045,aiperf_measurement_4453967f811a9332cc695ab322b18fc63af554be6e4761cd095e0be0752b0fb1
256,teacher,4,6,4,3003,103003,197.29197690461757,1592.9933357734374,564.3233633046875,13.021138892009493,aiperf_measurement_0a8054307eb37c1f00fe2743e6fad035f96d2cd8d0dc3a8e8e14c5fc6b7caff9
256,teacher,5,6,4,4004,104004,189.51181634167673,1657.2136331796873,594.4645399335938,13.452520167672072,aiperf_measurement_207e025c8dc4468b1e5ec86d3beb44d03fc89c0d31d2493d70341d58e25f8f19
256,teacher,6,6,4,4006,104006,192.6025418323084,1631.9568856874998,585.8685768867188,13.241624162035205,aiperf_measurement_d18e2a816adfc36505ed72c9216cf6ecaaf985fa625a6dcd081cc7052eed2c74
256,teacher,7,6,4,3000,103000,190.29468294756344,1650.4141035117186,591.5423161015625,13.403440346964002,aiperf_measurement_c2db8e9e6c50d6fdd639446012e6c9fa17a24d76115bbfdda9eca852407a9963
